"number","title","pageid","namespace","length","touched"
"1933","1914–15_Colgate_men's_basketball_team","52756668","","7362","20170730050544"
"1934","Extended_length_conditioning","52757304","","3206","20170112054153"
"1935","1915–16_Colgate_men's_basketball_team","52757684","","8639","20170730032441"
"1936","1916–17_Colgate_men's_basketball_team","52757813","","8851","20170730033858"
"1937","1917–18_Colgate_men's_basketball_team","52757986","","9690","20170730032712"
"1938","1981_Blue_Swords","52766811","","1995","20170924094117"
"1939","1919–20_Colgate_men's_basketball_team","52788062","","10519","20170730043627"
"1940","1920–21_Colgate_men's_basketball_team","52788187","","10086","20170730040246"
"1941","1895_Colgate_football_team","52802683","","3467","20170814173956"
"1942","1897_Colgate_football_team","52802971","","4240","20170814173914"
"1943","Malin_Bridge_Old_Boys_F.C.","52817916","","1029","20170802234228"
"1944","1983_Prize_of_Moscow_News","52884179","","3229","20170924094117"
"1945","Michael_Sisti","52887648","","8710","20170621104529"
"1946","1887_Lehigh_Engineers_football_team","52893161","","4042","20170708033254"
"1947","List_of_sports_teams_named_Spartans","52893805","","9797","20170903231121"
"1948","University_of_Illinois_slush_fund_scandal","52917654","","1297","20170724181833"
"1949","1986_Blue_Swords","52938791","","2257","20170924094117"
"1950","Kenan_Karahodžić","52944757","","2736","20170911123241"
"1951","Canadian_Basketball_League","52946390","","4509","20170813135720"
"1952","Bouncing_ball","53002210","","43734","20170921225653"
"1953","1922_Women's_Olympiad","53020396","","16400","20170916215122"
"1954","Austin_Peay_Governors_women's_basketball","53049804","","1852","20170701012436"
"1955","Faema_(cycling_team)","53063269","","581","20170917123751"
"1956","2014_NECBL_season","53145239","","1605","20170813001538"
"1957","1941–42_Rangers_F.C._season","53151521","","5900","20170908122207"
"1958","Gokhale_Method","53155436","","10743","20170919160453"
"1959","Playing_period","53224927","","2393","20170807190157"
"1960","Halloween_Havoc_(1989)","53257995","","4193","20170825102607"
"1961","Fitness_fashion","53307021","","9835","20170809143229"
"1962","Tennessee_State_Lady_Tigers_basketball","53321911","","1830","20170629080338"
"1963","Barre_(exercise)","53349949","","8716","20170925010836"
"1964","German_Struggle_Games","53430104","","3971","20170407044851"
"1965","1898–99_Ohio_State_Buckeyes_men's_basketball_team","53474670","","6682","20170825173812"
"1966","Manhattan_Lady_Jaspers_basketball","53483837","","2942","20170701012436"
"1967","1923_Women's_World_Games","53501762","","13524","20170916215132"
"1968","2017_Delta_State_Statesmen_football_team","53506189","","7696","20170925185424"
"1969","Fanattic_Sports_Museum","53552375","","2364","20170901171930"
"1970","Sanest_Tourist_Khánh_Hòa_Futsal_Club","53579955","","1256","20170814141655"
"1971","1900–01_Ohio_State_Buckeyes_men's_basketball_team","53587374","","2591","20170803021333"
"1972","Rip_Curl_Pro_2017","53625441","","758","20170730002258"
"1973","2016–17_Western_Illinois_Leathernecks_women's_basketball_team","53625563","","1235","20170830011650"
"1974","2017–18_Arkansas_Razorbacks_men's_basketball_team","53630819","","24252","20170920022229"
"1975","Mrs_Graham's_XI","53645073","","4447","20170831123839"
"1976","1887_Williams_Ephs_football_team","53651293","","3697","20170728042410"
"1977","Exercise_and_androgen_levels","53670711","","23836","20170827032710"
"1978","Pelvic_lift","53700734","","2548","20170823175105"
"1979","Dirty_dog_exercise","53700777","","1047","20170617032714"
"1980","Uniformed_Derby","53721319","","6629","20170903074058"
"1981","Serie_A_Elite","53724378","","1007","20170730022418"
"1982","Borussia_Dortmund_team_bus_bombing","53753409","","19056","20170919205928"
"1983","List_of_ProRodeo_Hall_of_Fame_inductees","53772010","","92539","20170922194054"
"1984","2015_NECBL_season","53788566","","2562","20170813030240"
"1985","Binirayan_Sports_Complex","53855395","","2952","20170902020105"
"1986","Deutsches_Turnfest_1933","53859734","","1406","20170828234718"
"1987","Mike_Rossi_(DJ)","53880545","","5138","20170926143801"
"1988","Stargroth_Amean","53935823","","595","20170626051539"
"1989","Thompson_Teteh","53935949","","1601","20170513042738"
"1990","Parallel_Media_Group","53940454","","8803","20170905111859"
"1991","List_of_retired_numbers","54067944","","46323","20170913161644"
"1992","1902–03_Syracuse_Orangemen_basketball_team","54067972","","5474","20170803015211"
"1993","The_Superstar_Effect","54118843","","5938","20170710181855"
"1994","2017–18_Serie_A1_(men's_water_polo)","54159517","","2167","20170717172133"
"1995","1884_Amherst_Lord_Jeffs_football_team","54160318","","2139","20170829043049"
"1996","2017_USARL_season","54175406","","7045","20170924215749"
"1997","Matt_Smith_(athlete)","54190348","","4161","20170926072448"
"1998","Bernhard_Nooni","54245557","","1391","20170926040632"
"1999","Race_to_Alaska","54248505","","1702","20170626064340"
"2000","2011_USAC_Traxxas_Silver_Crown_Series","54310039","","842","20170803012740"
"2001","1955_Villanova_Wildcats_football_team","54319771","","6122","20170817231957"
"2002","1903–04_Syracuse_Orangemen_basketball_team","54366913","","9596","20170815191450"
"2003","World_Aunt_Sally_Open_Singles_Championship","54388482","","6893","20170724230507"
"2004","San_Diego_NASL","54396805","","2256","20170907025709"
"2005","Bosnia_and_Herzegovina_at_the_2017_World_Games","54407809","","1195","20170922184943"
"2006","British_Virgin_Islands_at_the_2017_World_Games","54409782","","1073","20170922184943"
"2007","Let's_Bands_(brand)","54429382","","3240","20170909022026"
"2008","2018_Four_Continents_Figure_Skating_Championships","54441337","","2473","20170915214109"
"2009","Chris_Brasher_Sporting_Life_Trophy","54454208","","2591","20170909021830"
"2010","Bigi_Wey_Sports_Center","54519183","","3267","20170908234158"
"2011","Spanish_Anti-Doping_Agency","54520922","","2785","20170815194337"
"2012","1701_to_1725_in_sports","54524747","","3775","20170909045129"
"2013","1751_to_1760_in_sports","54531905","","4542","20170908222305"
"2014","1761_to_1770_in_sports","54531964","","7688","20170908230734"
"2015","1771_to_1775_in_sports","54532008","","3779","20170908230739"
"2016","California_United_FC","54547241","","1480","20170907024144"
"2017","Sportpark_Schildman","54634979","","1286","20170805175904"
"2018","Greyhound_trainer","54674770","","2329","20170728103855"
"2019","2017_in_equestrianism","54719516","","51547","20170926042219"
"2020","2016_in_equestrianism","54719564","","47596","20170819132836"
"2021","2015_in_equestrianism","54719641","","54215","20170922131438"
"2022","2014_in_equestrianism","54719730","","18603","20170819132836"
"2023","Notable_first_ascents_(sport_climbing)","54721288","","31155","20170925101254"
"2024","Ivory_Coast_at_the_2017_World_Championships_in_Athletics","54740067","","4149","20170819065721"
"2025","Monaco_at_the_2017_World_Championships_in_Athletics","54740157","","2682","20170909004206"
"2026","Rwanda_at_the_2017_World_Championships_in_Athletics","54740172","","2482","20170819065721"
"2027","Tajikistan_at_the_2017_World_Championships_in_Athletics","54772944","","3109","20170821074436"
"2028","2028_in_sports","54933393","","454","20170908233547"
"2029","Camp_Gladiator","55005783","","6820","20170908235616"
"2030","Peris_Horseshoe","55008921","","10100","20170924123320"
"2031","2017_Liga_3_Riau_Islands","55022702","","1836","20170908233734"
"2032","Ultimate_Fighting_Championship_rankings","55036039","","16825","20170921041833"
"2033","Sundried_(sportswear)","55051476","","6341","20170917154818"
"2034","Sedbergh_Hills_Fell_Race","55061656","","11715","20170908232755"
"2035","Refugee_Team_at_the_2017_Asian_Indoor_and_Martial_Arts_Games","55264480","","2143","20170927044223"
"2036","Inline_sledge_hockey","55285589","","1790","20170919143134"
"2037","Sports_economics","55335004","","1368","20170924200048"
